Water Body,Sample Date,Chl_a,DIN,DKN,NH3N,NH4N,NOxN,NO2N,NO3N,PN,PON,TDN,TKN,TN,TON,DON,DIP,DRP,TDP,TIP,TP,TRP,TPP,BOD,COD,O2_Dis,PV,TDS,TS,TSS,FDS,FS,VDS,VS,TRANS,TURB,TEMP,pH
LAGO KASUMIGAURA,2004-06-09,0.053,,,0.109,,0.098,,,,,,,1.039,,0.309,,0.00827,0.02,,0.154,,0.000135,,6.9,6.9,,,,39.9,,,,,0.4,,21.9,7.8
LAGO KASUMIGAURA,2004-07-07,0.05,,,0.019,,0.086,,,,,,,0.851,,0.322,,0.01653,0.029,,0.129,,0.0001,,8.4,10.8,,,,27.2,,,,,0.35,,27.7,9.1
LAGO KASUMIGAURA,2004-08-11,0.036,,,0.045,,0.055,,,,,,,1.613,,0.989,,0.04335,0.072,,0.142,,7.000000000000001e-05,,6.6,6.8,,,,21.0,,,,,0.7,,29.5,8.7
LAGO KASUMIGAURA,2004-09-09,0.038,,,0.003,,0.434,,,,,,,1.208,,0.333,,0.04837,0.065,,0.185,,0.00011999999999999999,,7.4,8.1,,,,42.6,,,,,0.5,,26.8,8.2
LAGO KASUMIGAURA,2004-10-14,0.025,,,0.132,,1.066,,,,,,,1.759,,0.244,,0.0384,0.061,,0.152,,9.2e-05,,5.8,7.3,,,,26.6,,,,,0.55,,18.7,7.5
LAGO KASUMIGAURA,2004-11-10,0.051,,,,,2.186,,,,,,,2.601,,0.187,,0.00164,0.014,,0.085,,7.099999999999999e-05,,5.5,13.1,,,,15.9,,,,,0.8,,17.2,9.2
LAGO KASUMIGAURA,2004-12-08,0.062,,,,,2.29,,,,,,,2.718,,0.077,,0.0027,0.012,,0.114,,0.000102,,5.9,12.5,,,,21.8,,,,,0.7,,11.8,9.6
LAGO KASUMIGAURA,2005-01-12,0.065,,,,,1.644,,,,,,,2.441,,0.138,,0.0,0.009,,0.093,,8.400000000000001e-05,,6.7,13.0,,,,19.4,,,,,0.65,,5.3,9.7
LAGO KASUMIGAURA,2005-02-09,0.11,,,,,1.523,,,,,,,2.585,,0.203,,0.00189,0.01,,0.11,,0.0001,,7.6,14.6,,,,19.8,,,,,0.5,,6.2,9.7
LAGO KASUMIGAURA,2005-03-09,0.111,,,,,1.331,,,,,,,2.271,,0.273,,0.00156,0.01,,0.149,,0.00014000000000000001,,9.0,12.1,,,,32.7,,,,,0.55,,7.7,10.0
LAGO KASUMIGAURA,2005-04-13,0.101,,,0.047,,0.771,,,,,,,1.903,,0.302,,0.00496,0.018,,0.178,,0.00016,,8.1,8.9,,,,33.4,,,,,0.6,,13.3,9.0
LAGO KASUMIGAURA,2005-05-11,0.11,,,0.096,,0.131,,,,,,,1.787,,0.312,,0.03534,0.041,,0.244,,0.000203,,8.8,7.7,,,,52.8,,,,,0.3,,17.4,9.1
LAGO KASUMIGAURA,2005-06-08,0.081,,,,,,,,,,,,1.126,,0.309,,0.00203,0.013,,0.183,,0.00017,,8.8,9.3,,,,42.8,,,,,0.4,,21.8,9.3
LAGO KASUMIGAURA,2005-07-13,0.022,,,0.353,,0.527,,,,,,,1.647,,0.272,,0.04765,0.063,,0.211,,0.000148,,5.6,5.1,,,,56.5,,,,,0.3,,24.0,7.5
LAGO KASUMIGAURA,2005-08-10,0.03,,,0.103,,0.272,,,,,,,1.055,,0.277,,0.04368,0.064,,0.143,,7.8e-05,,5.8,6.9,,,,19.4,,,,,0.55,,29.9,8.5
LAGO KASUMIGAURA,2005-09-08,0.066,,,0.157,,0.135,,,,,,,1.363,,0.355,,0.07688,0.091,,0.204,,0.00011300000000000001,,7.4,8.2,,,,30.9,,,,,0.35,,27.0,8.4
LAGO KASUMIGAURA,2005-10-12,0.05,,,,,0.668,,,,,,,1.28,,0.298,,0.03556,0.049,,0.134,,8.5e-05,,6.1,8.6,,,,26.2,,,,,0.55,,20.4,8.0
LAGO KASUMIGAURA,2005-11-09,0.061,,,0.003,,1.143,,,,,,,1.767,,0.175,,0.00346,0.017,,0.137,,0.00011999999999999999,,6.9,10.4,,,,28.3,,,,,0.4,,16.2,8.9
LAGO KASUMIGAURA,2005-12-07,0.086,,,0.005,,0.773,,,,,,,1.723,,0.219,,0.00151,0.01,,0.112,,0.000102,,7.2,11.7,,,,25.8,,,,,0.6,,8.5,9.4
LAGO KASUMIGAURA,2006-01-11,0.074,,,,,0.651,,,,,,,1.66,,0.256,,0.00113,0.008,,0.102,,9.4e-05,,7.9,16.0,,,,25.4,,,,,0.6,,2.9,9.6
LAGO KASUMIGAURA,2006-02-08,0.067,,,,,0.688,,,,,,,1.625,,0.208,,0.00123,0.01,,0.105,,9.5e-05,,8.0,13.2,,,,30.4,,,,,0.5,,4.3,9.5
LAGO KASUMIGAURA,2006-03-08,0.086,,,,,0.435,,,,,,,1.234,,0.181,,0.00205,0.013,,0.134,,0.000121,,8.3,15.2,,,,36.6,,,,,0.4,,9.4,9.6
LAGO KASUMIGAURA,2006-04-12,0.11,,,0.054,,0.009,,,,,,,1.622,,0.314,,0.011,0.019,,0.308,,0.000289,,11.3,8.9,,,,98.8,,,,,0.2,,12.0,8.5
LAGO KASUMIGAURA,2006-05-10,0.059,,,0.002,,0.001,,,,,,,1.077,,0.332,,0.005,0.019,,0.147,,0.000128,,7.3,9.7,,,,20.9,,,,,0.5,,17.8,9.1
LAGO KASUMIGAURA,2006-06-07,0.084,,,0.002,,,,,,,,,1.012,,0.272,,0.005,0.016,,0.207,,0.000191,,8.7,8.9,,,,40.0,,,,,0.5,,21.3,8.9
LAGO KASUMIGAURA,2006-07-12,0.052,,,0.091,,0.643,,,,,,,1.448,,0.126,,0.049,0.053,,0.212,,0.00015900000000000002,,7.2,4.7,,,,60.7,,,,,0.35,,26.5,7.6
LAGO KASUMIGAURA,2006-08-09,0.074,,,0.059,,0.334,,,,,,,1.276,,0.217,,0.024,0.033,,0.153,,0.00011999999999999999,,7.0,6.7,,,,29.4,,,,,0.55,,28.0,8.8
LAGO KASUMIGAURA,2006-09-13,0.069,,,0.054,,0.184,,,,,,,0.811,,0.141,,0.067,0.086,,0.189,,0.000103,,7.3,7.0,,,,19.8,,,,,0.55,,24.9,8.4
LAGO KASUMIGAURA,2006-10-11,0.06,,,0.008,,0.847,,,,,,,1.569,,0.275,,0.02,0.034,,0.135,,0.000101,,5.6,11.6,,,,18.0,,,,,0.6,,20.8,9.0
LAGO KASUMIGAURA,2006-11-08,0.075,,,,,0.981,,,,,,,1.82,,0.225,,0.013,0.021,,0.186,,0.000165,,7.6,10.1,,,,41.0,,,,,0.45,,16.8,9.0
LAGO KASUMIGAURA,2006-12-13,0.092,,,0.001,,0.805,,,,,,,1.712,,0.247,,0.0,0.011,,0.127,,0.000116,,7.3,12.5,,,,22.3,,,,,0.7,,9.4,9.5
LAGO KASUMIGAURA,2007-01-10,0.072,,,0.057,,1.427,,,,,,,2.3,,0.188,,0.004,0.013,,0.176,,0.000163,,6.7,11.3,,,,37.3,,,,,0.4,,6.2,8.0
LAGO KASUMIGAURA,2007-02-07,0.124,,,0.003,,1.465,,,,,,,2.588,,0.18,,0.003,0.015,,0.129,,0.000114,,7.8,14.7,,,,25.4,,,,,0.55,,7.6,9.5
LAGO KASUMIGAURA,2007-03-07,0.179,,,0.001,,0.656,,,,,,,1.991,,0.268,,0.003,0.013,,0.169,,0.000156,,9.8,13.0,,,,35.7,,,,,0.5,,10.2,9.6
LAGO KASUMIGAURA,2007-04-11,0.208,,,0.002,,0.098,,,,,,,1.986,,0.343,,0.00963,0.023,,0.326,,0.000303,,12.6,11.3,,,,71.2,,,,,0.3,,13.8,9.4
LAGO KASUMIGAURA,2007-05-09,0.066,,,0.002,,0.001,,,,,,,1.092,,0.356,,0.01397,0.027,,0.17,,0.00014299999999999998,,7.8,10.2,,,,20.8,,,,,0.55,,21.1,9.3
LAGO KASUMIGAURA,2007-06-13,0.079,,,,,,,,,,,,1.199,,0.399,,0.04101,0.048,,0.2,,0.00015099999999999998,,8.6,10.4,,,,27.8,,,,,0.55,,25.0,9.3
LAGO KASUMIGAURA,2007-07-11,0.061,,,0.203,,0.252,,,,,,,1.491,,0.313,,0.06332,0.068,,0.23,,0.000161,,8.2,5.5,,,,58.4,,,,,0.3,,24.7,7.7
LAGO KASUMIGAURA,2007-08-08,0.074,,,0.059,,0.276,,,,,,,1.323,,0.428,,0.01549,0.031,,0.128,,9.7e-05,,6.9,8.9,,,,22.1,,,,,0.6,,29.9,9.0
LAGO KASUMIGAURA,2007-09-05,0.096,,,0.002,,0.107,,,,,,,1.31,,0.475,,0.06262,0.077,,0.196,,0.00011899999999999999,,8.1,9.5,,,,27.9,,,,,0.55,,26.4,9.0
LAGO KASUMIGAURA,2007-10-10,0.084,,,0.04,,0.277,,,,,,,1.425,,0.409,,0.03632,0.051,,0.165,,0.000114,,8.1,10.5,,,,23.3,,,,,0.65,,21.5,9.0
LAGO KASUMIGAURA,2007-11-07,0.06,,,,,0.555,,,,,,,1.355,,0.328,,0.01377,0.025,,0.124,,9.900000000000001e-05,,6.6,9.7,,,,20.6,,,,,0.5,,16.5,8.7
LAGO KASUMIGAURA,2007-12-12,0.111,,,,,0.417,,,,,,,1.535,,0.303,,0.00165,0.012,,0.123,,0.00011,,8.0,14.5,,,,19.3,,,,,0.65,,9.1,9.6
LAGO KASUMIGAURA,2008-01-09,0.115,,,,,0.63,,,,,,,1.755,,0.262,,0.00127,0.012,,0.144,,0.000133,,4.5,14.4,,,,23.1,,,,,0.85,,6.5,9.3
LAGO KASUMIGAURA,2008-02-13,0.126,,,,,0.343,,,,,,,1.687,,0.268,,0.00095,0.015,,0.149,,0.000134,,10.4,13.9,,,,30.8,,,,,0.5,,4.8,9.6
LAGO KASUMIGAURA,2008-03-12,0.161,,,,,0.06,,,,,,,1.545,,0.331,,0.00087,0.01,,0.154,,0.00014399999999999998,,10.7,13.4,,,,34.4,,,,,0.55,,8.7,9.7
LAGO KASUMIGAURA,2008-04-10,0.091,,,0.002,,0.033,,,,,,,1.44,,0.362,,0.01205,0.026,,0.215,,0.000189,,9.0,9.9,,,,30.1,,,,,0.5,,12.7,9.0
LAGO KASUMIGAURA,2008-05-07,0.104,,,,,,,,,,,,1.464,,0.3,,0.00162,0.011,,0.196,,0.000185,,11.5,12.3,,,,31.4,,,,,0.55,,20.1,10.0
LAGO KASUMIGAURA,2008-06-11,0.067,,,0.001,,,,,,,,,1.468,,0.384,,0.00169,0.014,,0.148,,0.000134,,9.0,11.8,,,,23.1,,,,,0.6,,22.1,9.5
LAGO KASUMIGAURA,2008-07-09,0.054,,,0.095,,0.383,,,,,,,1.376,,0.327,,0.02863,0.039,,0.159,,0.00011999999999999999,,7.8,8.6,,,,32.3,,,,,0.55,,26.4,8.9
LAGO KASUMIGAURA,2008-08-06,0.047,,,0.172,,0.405,,,,,,,1.216,,0.211,,0.07583,0.085,,0.17,,8.5e-05,,6.8,6.5,,,,26.1,,,,,0.55,,29.1,8.4
LAGO KASUMIGAURA,2008-09-10,0.012,,,0.037,,1.303,,,,,,,1.863,,0.307,,0.0575,0.074,,0.145,,7.099999999999999e-05,,5.6,5.3,,,,29.2,,,,,0.45,,27.0,7.7
LAGO KASUMIGAURA,2008-10-08,0.033,,,0.002,,0.033,,,,,,,1.44,,0.362,,0.01146,0.026,,0.215,,0.000189,,5.3,7.9,,,,21.9,,,,,0.7,,20.6,8.2
LAGO KASUMIGAURA,2008-11-12,0.044,,,0.004,,0.914,,,,,,,1.609,,0.296,,0.00671,0.018,,0.116,,9.900000000000001e-05,,6.8,9.9,,,,22.9,,,,,0.75,,13.7,8.7
LAGO KASUMIGAURA,2008-12-10,0.069,,,,,0.731,,,,,,,1.439,,0.329,,0.00166,0.011,,0.111,,0.0001,,6.6,12.8,,,,18.6,,,,,0.7,,10.7,9.1
LAGO KASUMIGAURA,2009-01-07,0.083,,,,,0.784,,,,,,,1.869,,0.241,,0.00177,0.011,,0.098,,8.7e-05,,7.2,14.3,,,,18.3,,,,,0.8,,5.8,9.4
LAGO KASUMIGAURA,2009-02-12,0.103,,,,,0.562,,,,,,,1.831,,0.213,,0.00117,0.009,,0.113,,0.000104,,8.3,13.8,,,,23.0,,,,,0.7,,6.8,8.8
LAGO KASUMIGAURA,2009-03-12,0.122,,,,,1.001,,,,,,,1.971,,0.283,,0.00293,0.012,,0.141,,0.000129,,8.1,12.1,,,,30.1,,,,,0.5,,8.7,9.4
LAGO KASUMIGAURA,2009-04-08,0.151,,,,,0.139,,,,,,,1.745,,0.251,,0.00216,0.009,,0.157,,0.000148,,10.3,12.8,,,,32.5,,,,,0.45,,14.0,9.7
LAGO KASUMIGAURA,2009-05-13,0.08,,,0.002,,,,,,,,,1.18,,0.337,,0.00185,0.014,,0.148,,0.000134,,9.1,11.9,,,,23.0,,,,,0.55,,21.3,9.6
LAGO KASUMIGAURA,2009-06-10,0.094,,,0.008,,0.021,,,,,,,1.145,,0.363,,0.02403,0.033,,0.177,,0.00014299999999999998,,8.4,12.0,,,,26.7,,,,,0.6,,22.2,9.3
LAGO KASUMIGAURA,2009-07-09,0.024,,,0.546,,0.439,,,,,,,1.626,,0.221,,0.07178,0.089,,0.2,,0.00011,,6.6,6.2,,,,37.4,,,,,0.55,,25.8,7.8
LAGO KASUMIGAURA,2009-08-12,0.034,,,0.266,,0.108,,,,,,,1.336,,0.436,,0.07124,0.093,,0.17,,7.8e-05,,8.1,7.0,,,,29.6,,,,,0.5,,27.5,8.3
LAGO KASUMIGAURA,2009-09-09,0.066,,,0.008,,0.476,,,,,,,1.265,,0.336,,0.03251,0.046,,0.156,,0.00010899999999999999,,7.4,8.3,,,,26.9,,,,,0.55,,24.2,8.4
LAGO KASUMIGAURA,2009-10-07,0.043,,,0.14,,0.364,,,,,,,1.106,,0.386,,0.04642,0.058,,0.137,,7.9e-05,,6.1,6.6,,,,22.0,,,,,0.65,,20.7,7.9
LAGO KASUMIGAURA,2009-11-11,0.065,,,0.021,,0.558,,,,,,,1.311,,0.25,,0.0022,0.014,,0.1,,8.5e-05,,6.7,10.5,,,,17.4,,,,,0.8,,16.3,9.1
LAGO KASUMIGAURA,2009-12-09,0.048,,,0.003,,1.083,,,,,,,2.039,,0.245,,0.00197,0.009,,0.081,,7.099999999999999e-05,,5.8,10.8,,,,13.5,,,,,0.85,,10.9,8.5
LAGO KASUMIGAURA,2010-01-14,0.08,,,,,1.17,,,,,,,1.83,,0.18,,0.00209,0.01,,0.1,,8.999999999999999e-05,,6.94,12.4,,,,19.2,,,,,0.7,,4.7,9.32
LAGO KASUMIGAURA,2010-02-10,0.08,,,,,0.83,,,,,,,1.91,,0.29,,0.00162,0.01,,0.12,,0.0001,,7.08,12.2,,,,25.5,,,,,0.6,,6.2,9.19
LAGO KASUMIGAURA,2010-03-10,0.17,,,,,0.68,,,,,,,1.84,,0.23,,0.00202,0.01,,0.14,,0.00013000000000000002,,4.78,12.8,,,,28.5,,,,,0.6,,7.7,9.3
LAGO KASUMIGAURA,2010-04-07,0.19,,,,,0.23,,,,,,,1.87,,0.28,,0.00286,0.01,,0.19,,0.00017999999999999998,,10.69,12.3,,,,32.8,,,,,0.55,,12.3,9.6
LAGO KASUMIGAURA,2010-05-12,0.1,,,,,,,,,,,,1.33,,0.27,,0.0049,0.02,,0.17,,0.00015,,8.91,9.33,,,,27.53,,,,,0.55,,19.8,9.78
LAGO KASUMIGAURA,2010-06-09,0.07,,,0.14,,,,,,,,,1.36,,0.33,,0.05595,0.07,,0.19,,0.00011999999999999999,,8.05,7.68,,,,22.67,,,,,0.75,,21.7,9.21
LAGO KASUMIGAURA,2010-07-07,0.02,,,0.8,,0.55,,,,,,,1.8,,0.29,,0.09956,0.11,,0.18,,7.000000000000001e-05,,5.56,5.5,,,,22.0,,,,,0.6,,27.9,7.7
LAGO KASUMIGAURA,2010-08-18,0.08,,,0.01,,0.15,,,,,,,1.28,,0.43,,0.09291,0.11,,0.23,,0.00011999999999999999,,8.54,7.6,,,,28.6,,,,,0.6,,30.9,8.97
LAGO KASUMIGAURA,2010-09-08,0.07,,,0.19,,0.18,,,,,,,1.47,,0.45,,0.14336,0.16,,0.27,,0.00011,,8.23,4.98,,,,33.1,,,,,0.5,,29.3,7.89
LAGO KASUMIGAURA,2010-10-13,0.04,,,0.04,,1.37,,,,,,,1.91,,0.38,,0.01993,0.03,,0.11,,7.000000000000001e-05,,5.6,8.61,,,,17.9,,,,,0.6,,21.7,8.23
LAGO KASUMIGAURA,2010-11-10,0.03,,,0.01,,1.76,,,,,,,2.18,,0.18,,0.00463,0.02,,0.09,,7.000000000000001e-05,,5.3,10.6,,,,20.13,,,,,0.65,,14.2,8.71
LAGO KASUMIGAURA,2010-12-08,0.04,,,0.01,,1.71,,,,,,,2.2,,0.15,,0.00174,0.01,,0.07,,5.9999999999999995e-05,,4.8,10.6,,,,11.6,,,,,0.75,,11.5,8.81
LAGO KASUMIGAURA,2011-01-12,0.03,,,,,1.83,,,,,,,2.36,,0.1,,0.00119,0.01,,0.06,,5e-05,,6.9,13.0,,,,11.33,,,,,0.9,,5.5,8.33
LAGO KASUMIGAURA,2011-02-09,0.04,,,,,1.81,,,,,,,2.37,,0.16,,0.00109,0.01,,0.07,,5e-05,,7.1,13.0,,,,15.53,,,,,1.05,,5.4,8.48
LAGO KASUMIGAURA,2011-03-09,0.07,,,,,1.39,,,,,,,2.27,,0.29,,0.001,0.01,,0.07,,7.000000000000001e-05,,6.4,13.86,,,,17.3,,,,,0.9,,8.2,9.33
LAGO KASUMIGAURA,2011-04-13,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-05-11,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-06-08,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-07-06,,,,,,,,,,,,,,,,,0.029,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-08-10,,,,,,,,,,,,,,,,,0.028,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-09-07,,,,,,,,,,,,,,,,,0.068,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-10-12,,,,,,,,,,,,,,,,,0.018,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-11-09,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2011-12-07,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-01-11,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-02-08,,,,,,,,,,,,,,,,,0.002,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-03-07,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-04-12,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-05-09,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-06-13,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-07-18,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-08-08,,,,,,,,,,,,,,,,,0.113,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-09-12,,,,,,,,,,,,,,,,,0.064,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-10-11,,,,,,,,,,,,,,,,,0.038,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-11-07,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2012-12-12,,,,,,,,,,,,,,,,,0.004,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-01-09,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-02-14,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-03-06,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-04-10,,,,,,,,,,,,,,,,,0.003,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-05-08,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-06-12,,,,,,,,,,,,,,,,,0.007,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-07-10,,,,,,,,,,,,,,,,,0.00505,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-08-14,,,,,,,,,,,,,,,,,0.02004,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-09-18,,,,,,,,,,,,,,,,,0.03965,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-10-10,,,,,,,,,,,,,,,,,0.01336,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-11-13,,,,,,,,,,,,,,,,,0.00138,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2013-12-11,,,,,,,,,,,,,,,,,0.00667,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-01-08,,,,,,,,,,,,,,,,,0.00023,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-02-12,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-03-12,,,,,,,,,,,,,,,,,0.00144,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-04-09,,,,,,,,,,,,,,,,,0.05699,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-05-07,,,,,,,,,,,,,,,,,0.00152,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-06-11,,,,,,,,,,,,,,,,,0.0603,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-07-09,,,,,,,,,,,,,,,,,0.03753,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-08-12,,,,,,,,,,,,,,,,,0.07025,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-09-16,,,,,,,,,,,,,,,,,0.02454,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-10-08,,,,,,,,,,,,,,,,,0.02648,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-11-12,,,,,,,,,,,,,,,,,0.00539,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2014-12-10,,,,,,,,,,,,,,,,,0.00095,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-01-14,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-02-10,,,,,,,,,,,,,,,,,0.001,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-03-19,,,,,,,,,,,,,,,,,0.00235,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-04-10,,,,,,,,,,,,,,,,,0.0114,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-05-15,,,,,,,,,,,,,,,,,0.00375,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-06-10,,,,,,,,,,,,,,,,,0.01613,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-07-08,,,,,,,,,,,,,,,,,0.03075,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-08-11,,,,,,,,,,,,,,,,,0.09567,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-09-11,,,,,,,,,,,,,,,,,0.04375,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-10-14,,,,,,,,,,,,,,,,,0.00535,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-11-11,,,,,,,,,,,,,,,,,0.01141,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2015-12-09,,,,,,,,,,,,,,,,,0.0002,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-01-13,,,,,,,,,,,,,,,,,0.0011,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-02-12,,,,,,,,,,,,,,,,,0.00016,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-03-14,,,,,,,,,,,,,,,,,0.00297,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-04-13,,,,,,,,,,,,,,,,,5e-05,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-05-12,,,,,,,,,,,,,,,,,0.00231,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-06-07,,,,,,,,,,,,,,,,,0.01408,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-07-12,,,,,,,,,,,,,,,,,0.04012,,,,,,,,6.67,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-08-09,,,,,,,,,,,,,,,,,0.05358,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-09-07,,,,,,,,,,,,,,,,,0.01891,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-10-12,,,,,,,,,,0.278,,,,,,,0.01938,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-11-09,,,,,,,,,,0.39,,,,,,,0.00151,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2016-12-07,,,,,,,,,,0.326,,,,,,,0.00034,,,,,,,,,,,,,,,,,,,,
LAGO KASUMIGAURA,2017-01-11,0.04,,,,,,,,,0.276,,,,,,,0.00054,,,,,,,5.29,,,,,,,,,,,,,
LAGO KASUMIGAURA,2017-02-08,0.03,,,,,,,,,0.281,,,,,,,0.00042,,,,,,,4.97,,,,,,,,,,,,,
LAGO KASUMIGAURA,2017-03-08,0.07,,,,,,,,,0.564,,,,,,,0.0,,,,,,,5.65,,,,,,,,,,,,,
LAGO KASUMIGAURA,2017-04-12,0.05,,,0.112,,0.55,,,,0.313,,,1.345,,0.3,,0.00362,0.022,,0.087,,,,4.81,10.75,,,,,,,,,,,14.4,8.35
LAGO KASUMIGAURA,2017-05-10,0.11,,,0.0,,0.0,,,,0.593,,,0.976,,0.318,,0.00049,0.015,,0.105,,,,8.12,9.92,,,,,,,,,,,20.61,9.09
LAGO KASUMIGAURA,2017-06-07,0.07,,,0.022,,0.02,,,,0.557,,,0.949,,0.302,,0.00562,0.019,,0.13,,,,7.79,6.66,,,,,,,,,,,22.99,7.64
LAGO KASUMIGAURA,2017-07-12,0.06,,,0.088,,0.01,,,,0.377,,,0.893,,0.355,,0.0286,0.045,,0.126,,,,8.53,7.25,,,,,,,,,,,30.22,8.46
LAGO KASUMIGAURA,2017-08-09,0.07,,,0.003,,0.02,,,,0.407,,,0.841,,0.338,,0.00659,0.022,,0.099,,,,8.02,11.06,,,,,,,,,,,28.94,
LAGO KASUMIGAURA,2017-09-13,0.06,,,0.0,,0.0,,,,0.417,,,0.854,,0.344,,0.02893,0.043,,0.119,,,,9.0,10.95,,,,,,,,,,,25.28,9.02
LAGO KASUMIGAURA,2017-10-11,0.08,,,0.0,,0.0,,,,0.509,,,0.918,,0.335,,0.01213,0.026,,0.115,,,,9.19,10.04,,,,,,,,,,,21.66,8.45
